,UEC
4706,843.9
4707,844.1
4708,844.1
4709,844.1
4710,844.9
4711,844.9
4712,846.6
4713,846.6
4714,846.2
4715,844.8
4716,844.8
4717,844.8
4718,844.8
4719,844.8
4720,844.8
4721,845.6
4722,845.6
4723,845.6
4724,844.6
4725,844.0
4726,844.0
4727,844.0
4728,844.0
4729,844.0
4730,843.6
4731,843.6
4732,839.7
4733,839.7
4734,839.7
4735,839.3
4736,839.3
4737,841.5
4738,841.5
4739,841.5
4740,841.5
4741,841.5
4742,841.9
4743,843.4
4744,843.4
4745,843.4
4746,843.4
4747,843.4
4748,843.4
4749,843.4
4750,843.4
4751,843.2
4752,841.6
4753,842.8
4754,842.7
4755,842.7
4756,842.7
4757,842.2
4758,842.2
4759,842.2
4760,841.5
4761,841.5
4762,840.3
4763,840.3
4764,840.3
4765,840.2
4766,840.2
4767,841.0
4768,837.6
4769,837.6
4770,837.6
4771,840.0
4772,840.0
4773,840.0
4774,841.3
4775,840.2
4776,840.2
4777,839.0
4778,839.0
4779,839.0
4780,838.7
4781,838.7
4782,839.8
4783,839.8
4784,839.8
4785,838.4
4786,838.4
4787,839.0
4788,839.5
4789,838.1
4790,838.1
4791,838.1
4792,838.1
4793,839.2
4794,840.3
4795,838.1
4796,838.1
4797,838.1
4798,838.1
4799,838.1
4800,838.1
4801,839.7
4802,839.7
4803,839.7
4804,841.1
4805,841.1
4806,843.6
4807,843.6
4808,843.6
4809,843.6
4810,842.3
4811,842.3
4812,842.3
4813,838.9
4814,839.5
4815,840.6
4816,842.2
4817,842.2
4818,842.2
4819,842.2
4820,842.2
4821,840.8
4822,840.8
4823,841.6
4824,840.8
4825,840.8
4826,841.7
4827,841.7
4828,841.7
4829,841.7
4830,841.7
4831,841.5
4832,842.1
4833,843.5
4834,843.5
4835,844.9
4836,842.5
4837,842.5
4838,842.5
4839,843.4
4840,843.8
4841,843.8
4842,843.8
4843,843.8
4844,844.2
4845,844.2
4846,844.2
4847,843.2
4848,843.2
4849,843.9
4850,843.8
4851,843.8
4852,843.8
4853,844.0
4854,848.6
4855,848.6
4856,848.6
4857,848.9
4858,848.9
4859,848.9
4860,848.9
4861,848.0
4862,847.9
4863,847.7
4864,847.7
4865,847.7
4866,848.0
4867,848.0
4868,848.0
4869,848.0
4870,848.0
4871,848.0
4872,847.0
4873,847.0
4874,847.0
4875,847.0
4876,847.0
4877,847.0
4878,847.0
4879,847.0
4880,847.0
4881,844.2
4882,846.4
4883,846.4
4884,846.8
4885,846.5
4886,846.5
4887,846.0
4888,845.0
4889,845.0
4890,847.6
4891,849.6
4892,849.0
4893,849.0
4894,848.8
4895,848.8
4896,847.6
4897,847.6
4898,845.8
4899,845.8
4900,846.6
4901,846.6
4902,846.6
4903,846.6
4904,846.6
4905,846.6
4906,846.4
4907,846.4
4908,844.6
4909,844.6
4910,844.6
4911,847.8
4912,851.2
4913,851.2
4914,851.2
4915,852.0
4916,852.8
4917,853.9
4918,853.2
4919,855.5
4920,855.5
4921,856.4
4922,854.7
4923,854.7
4924,854.7
4925,854.7
4926,854.7
4927,854.7
4928,854.7
4929,852.2
4930,854.6
4931,854.6
4932,853.8
4933,853.8
4934,854.4
4935,854.4
4936,854.4
4937,854.4
4938,854.4
4939,854.4
4940,853.0
4941,854.4
4942,854.4
4943,851.2
4944,852.4
4945,853.3
4946,853.3
4947,852.6
4948,851.8
4949,852.2
4950,844.9
4951,844.9
4952,844.8
4953,844.8
4954,844.8
4955,844.8
4956,844.8
4957,845.2
4958,845.2
4959,843.5
4960,843.0
4961,843.0
4962,843.0
4963,843.0
4964,844.6
4965,844.6
4966,847.4
4967,848.2
4968,848.2
4969,848.2
4970,848.2
4971,848.2
4972,848.2
4973,848.2
4974,848.2
4975,848.2
4976,848.2
4977,848.9
4978,849.6
4979,849.6
4980,851.2
4981,851.2
4982,848.6
4983,848.6
4984,846.2
4985,846.2
4986,846.2
4987,846.2
4988,846.2
4989,846.2
4990,845.4
4991,844.2
4992,844.4
4993,844.4
4994,844.4
4995,844.4
4996,844.4
4997,844.4
4998,845.0
4999,845.0
5000,845.0
5001,845.0
5002,845.0
5003,845.0
5004,845.0
5005,845.0
5006,845.0
5007,844.6
5008,845.4
5009,845.4
5010,845.4
5011,845.4
5012,845.4
5013,845.4
5014,845.4
5015,849.2
5016,849.8
5017,849.8
5018,849.8
5019,849.8
5020,848.3
5021,848.3
5022,846.2
5023,841.6
5024,841.2
5025,841.2
5026,841.2
5027,841.5
5028,841.5
5029,841.5
5030,841.5
5031,841.5
5032,842.1
5033,842.1
5034,842.1
5035,842.4
5036,842.4
5037,842.3
5038,843.2
5039,843.0
5040,843.0
5041,845.0
5042,844.1
5043,844.1
5044,844.1
5045,843.2
5046,843.2
5047,843.6
5048,844.9
5049,844.9
5050,842.0
5051,842.0
5052,842.0
5053,842.0
5054,842.0
5055,842.0
5056,842.0
5057,841.0
5058,841.0
5059,841.0
5060,841.0
5061,841.0
5062,841.0
5063,840.8
5064,840.8
5065,839.0
5066,839.0
5067,839.0
5068,839.0
5069,839.0
5070,839.0
5071,837.8
5072,837.8
5073,837.8
5074,838.4
5075,838.2
5076,839.7
5077,841.2
5078,841.2
5079,841.2
5080,841.3
5081,841.3
5082,840.4
5083,840.4
5084,840.4
5085,834.2
5086,834.2
5087,834.2
5088,834.2
5089,833.5
5090,833.5
5091,833.5
5092,835.2
5093,834.0
5094,824.4
5095,823.8
5096,823.8
5097,823.7
5098,823.6
5099,822.3
5100,822.3
5101,822.3
5102,820.2
5103,820.2
5104,820.0
5105,820.0
5106,820.0
5107,820.0
5108,819.9
5109,819.9
5110,819.9
5111,825.9
5112,825.9
5113,825.9
5114,825.2
5115,825.2
5116,825.2
5117,825.2
5118,825.2
5119,825.2
5120,825.2
5121,823.9
5122,823.9
5123,821.6
5124,821.7
5125,821.7
5126,819.7
5127,819.7
5128,819.7
5129,819.8
5130,819.8
5131,820.5
5132,826.1
5133,826.1
5134,826.1
5135,826.4
5136,825.0
5137,825.0
5138,825.0
5139,825.0
5140,825.0
5141,825.2
5142,826.0
5143,826.0
5144,826.0
5145,826.0
5146,825.8
5147,825.8
5148,825.3
5149,825.3
5150,825.3
5151,825.3
5152,826.0
5153,826.0
5154,826.0
5155,826.0
5156,826.0
5157,826.0
5158,826.2
5159,826.2
5160,826.2
5161,826.2
5162,823.1
5163,823.8
5164,823.8
5165,825.5
5166,825.8
5167,825.8
5168,828.0
5169,828.0
5170,828.0
5171,828.2
5172,828.2
5173,829.6
5174,830.6
5175,831.0
5176,830.5
5177,830.5
5178,830.5
5179,831.4
5180,831.4
5181,831.4
5182,833.2
5183,833.2
5184,833.2
5185,839.4
5186,836.6
5187,836.6
5188,836.6
5189,836.6
5190,837.2
5191,837.9
5192,839.2
5193,839.5
5194,839.5
5195,839.5
5196,839.5
5197,839.0
5198,839.0
5199,839.0
5200,839.0
5201,839.0
5202,840.4
5203,839.0
5204,840.0
5205,840.0
5206,840.0
5207,840.4
5208,840.4
5209,840.4
5210,840.4
5211,840.4
5212,840.4
5213,837.6
5214,837.6
5215,837.6
5216,836.5
5217,836.5
5218,836.5
5219,836.5
5220,836.2
5221,836.2
5222,836.2
5223,836.2
5224,833.4
5225,833.4
5226,833.4
5227,835.5
5228,836.6
5229,836.8
5230,839.3
5231,839.3
5232,841.6
5233,841.6
5234,842.4
5235,842.4
5236,842.7
5237,842.7
5238,842.7
5239,842.7
5240,841.6
5241,841.6
5242,840.2
5243,840.2
5244,840.2
5245,840.2
5246,841.2
5247,841.2
5248,841.2
5249,842.2
5250,840.8
5251,840.8
5252,840.8
5253,840.8
5254,840.8
5255,840.8
5256,840.8
5257,840.8
5258,840.8
5259,840.8
5260,841.6
5261,841.6
5262,841.6
5263,841.6
5264,843.5
5265,843.5
5266,843.5
5267,843.5
5268,843.5
5269,843.5
5270,844.2
5271,844.2
5272,845.4
5273,845.4
5274,846.2
5275,846.2
5276,843.6
5277,843.6
5278,843.6
5279,842.8
5280,838.2
5281,838.2
5282,838.2
5283,838.2
5284,840.5
5285,840.5
5286,840.5
5287,841.4
5288,841.6
5289,841.8
5290,841.8
5291,841.2
5292,841.2
5293,841.2
5294,841.2
5295,842.0
5296,842.0
5297,842.0
5298,842.0
5299,840.3
5300,840.3
5301,840.3
5302,840.3
5303,840.3
5304,840.3
5305,840.3
5306,839.2
5307,839.2
5308,839.2
5309,839.2
5310,838.1
5311,838.1
5312,837.1
5313,837.1
5314,837.1
5315,837.1
5316,837.1
5317,837.0
5318,837.0
5319,837.0
5320,837.0
5321,837.0
5322,837.0
5323,837.0
5324,836.5
5325,836.5
5326,836.2
5327,836.2
5328,838.8
5329,840.0
5330,839.0
5331,838.3
5332,837.2
5333,837.2
5334,837.2
5335,838.6
5336,838.6
5337,838.6
5338,838.6
5339,839.8
5340,839.8
5341,842.8
5342,842.8
5343,843.6
5344,843.6
5345,841.4
5346,841.8
5347,841.0
5348,841.0
5349,840.4
5350,840.4
5351,839.8
5352,840.0
5353,840.0
5354,837.6
5355,832.8
5356,832.8
5357,832.8
5358,832.8
5359,832.7
5360,832.6
5361,832.6
5362,832.3
5363,832.3
5364,832.2
5365,831.7
5366,831.7
5367,831.7
5368,833.0
5369,833.0
5370,833.0
5371,833.0
5372,832.5
5373,832.5
5374,831.0
5375,825.8
5376,825.8
5377,825.8
5378,826.0
5379,826.4
5380,826.4
5381,826.4
5382,827.0
5383,827.0
5384,827.0
5385,826.8
5386,830.5
5387,830.5
5388,830.5
5389,830.5
5390,828.6
5391,828.6
5392,828.6
5393,828.6
5394,828.6
5395,828.6
5396,828.6
5397,828.0
5398,827.8
5399,827.8
5400,827.8
5401,827.8
5402,827.8
5403,827.8
5404,827.2
5405,827.2
5406,828.0
5407,827.2
5408,827.2
5409,827.2
5410,827.2
5411,827.2
5412,828.5
5413,828.5
5414,827.8
5415,828.1
5416,831.0
5417,832.1
5418,829.7
5419,829.7
5420,829.7
5421,829.7
5422,826.4
5423,826.4
5424,826.2
5425,826.2
5426,824.2
5427,821.1
5428,821.1
5429,821.1
5430,821.1
5431,822.4
5432,822.4
5433,822.4
5434,822.4
5435,824.0
5436,824.0
5437,824.0
5438,824.5
5439,824.5
5440,824.5
5441,824.6
5442,824.6
5443,824.6
5444,824.6
5445,823.4
5446,823.4
5447,820.8
5448,821.1
5449,820.8
5450,820.8
5451,820.8
5452,822.2
5453,822.2
5454,822.3
5455,823.1
5456,822.8
5457,823.2
5458,822.5
5459,818.5
5460,818.5
5461,815.4
5462,813.1
5463,817.4
5464,816.4
5465,816.4
5466,816.4
5467,816.4
5468,816.4
5469,816.4
5470,816.4
5471,816.4
5472,816.4
5473,816.4
5474,816.4
5475,816.4
5476,811.8
5477,811.8
5478,811.8
5479,811.8
5480,811.8
5481,812.0
5482,812.0
5483,813.8
5484,815.2
5485,820.2
5486,820.2
5487,820.2
5488,820.2
5489,820.2
5490,819.8
5491,819.8
5492,821.3
5493,821.3
5494,828.2
5495,828.2
5496,828.2
5497,828.2
5498,828.0
5499,828.2
5500,828.2
5501,825.7
5502,825.7
5503,826.2
5504,826.2
5505,826.2
5506,826.2
5507,826.2
5508,827.2
5509,827.2
5510,827.2
5511,827.8
5512,827.8
5513,827.1
5514,827.8
5515,828.5
5516,828.5
5517,828.6
5518,831.8
5519,831.8
5520,831.8
5521,832.6
5522,832.6
5523,832.6
5524,832.6
5525,832.6
5526,832.6
5527,832.6
5528,832.6
5529,832.6
5530,832.6
5531,831.8
5532,831.8
5533,832.4
5534,832.4
5535,832.4
5536,832.3
5537,832.3
5538,832.2
5539,831.4
5540,831.4
5541,831.5
5542,831.3
5543,831.9
5544,831.9
5545,830.2
5546,830.2
5547,830.2
5548,830.2
5549,830.2
5550,829.5
5551,829.5
5552,829.5
5553,829.5
5554,829.5
5555,828.3
5556,830.4
5557,831.2
5558,830.0
5559,830.0
5560,830.0
5561,828.6
5562,828.8
5563,828.8
5564,831.0
5565,831.0
5566,831.8
5567,831.8
5568,831.8
5569,830.8
5570,830.8
5571,830.2
5572,824.8
5573,824.5
5574,823.0
5575,823.6
5576,823.6
5577,818.0
5578,817.4
5579,817.4
5580,817.4
5581,817.4
5582,817.4
5583,816.5
5584,816.5
5585,816.5
5586,817.1
5587,815.4
5588,818.2
5589,818.4
5590,818.4
5591,818.4
5592,818.4
5593,818.5
5594,820.1
5595,824.0
5596,824.4
5597,824.4
5598,823.4
5599,823.4
5600,823.4
5601,823.4
5602,823.8
5603,823.1
5604,824.0
5605,824.0
5606,824.0
5607,824.0
5608,820.1
5609,820.1
5610,820.1
5611,820.4
5612,820.2
5613,820.2
5614,820.2
5615,820.2
5616,820.8
5617,819.8
5618,819.6
5619,819.4
5620,819.5
5621,819.8
5622,817.5
5623,817.5
5624,814.0
5625,813.8
5626,813.8
5627,813.8
5628,814.6
5629,814.6
5630,814.1
5631,814.1
5632,814.1
5633,814.8
5634,814.8
5635,814.8
5636,814.8
5637,815.4
5638,816.6
5639,816.6
5640,816.6
5641,817.0
5642,817.0
5643,817.0
5644,817.0
5645,820.2
5646,820.2
5647,821.3
5648,821.4
5649,822.3
5650,822.2
5651,824.4
5652,824.4
5653,824.4
5654,824.0
5655,824.0
5656,825.2
5657,826.4
5658,826.4
5659,826.4
5660,829.7
5661,829.7
5662,829.7
5663,828.6
5664,826.6
5665,826.6
5666,826.6
5667,826.8
5668,826.8
5669,826.8
5670,826.7
5671,829.0
5672,830.5
5673,830.5
5674,828.5
5675,828.5
5676,828.2
5677,827.4
5678,827.4
5679,829.8
5680,829.8
5681,829.8
5682,830.2
5683,830.2
5684,830.2
5685,830.2
5686,830.2
5687,830.2
5688,831.5
5689,831.5
5690,831.5
5691,831.5
5692,835.2
5693,835.4
5694,834.8
5695,834.8
5696,834.8
5697,834.8
5698,827.7
5699,827.7
5700,827.7
5701,828.0
5702,827.0
5703,827.0
5704,827.2
5705,827.2
5706,828.2
5707,827.2
5708,827.2
5709,827.2
5710,825.5
5711,825.8
5712,823.6
5713,823.6
5714,823.6
5715,823.6
5716,823.6
5717,823.6
5718,823.6
5719,823.6
5720,823.6
5721,823.6
5722,823.6
5723,823.6
5724,824.2
5725,824.2
5726,824.8
5727,825.3
5728,822.4
5729,823.3
5730,823.3
5731,823.3
5732,823.3
5733,822.9
5734,821.2
5735,821.2
5736,821.2
5737,822.4
5738,823.4
5739,826.6
5740,827.2
5741,827.2
5742,827.2
5743,827.2
5744,827.2
5745,827.2
5746,827.5
5747,827.5
5748,826.2
5749,826.2
5750,826.2
5751,824.4
5752,824.4
5753,824.2
5754,824.2
5755,825.0
5756,826.4
5757,827.0
5758,827.0
5759,827.0
5760,829.5
5761,829.5
5762,829.4
5763,828.5
5764,830.0
5765,830.1
5766,830.1
5767,830.1
5768,829.8
5769,824.4
5770,824.8
5771,824.8
5772,824.8
5773,824.8
5774,822.1
5775,822.1
5776,822.1
5777,822.1
5778,822.1
5779,821.6
5780,821.6
5781,821.6
5782,821.6
5783,820.5
5784,820.8
5785,820.8
5786,821.0
5787,819.2
5788,819.2
5789,813.0
5790,813.0
5791,813.0
5792,813.0
5793,809.4
5794,809.4
5795,809.4
5796,809.9
5797,810.8
5798,810.8
5799,808.0
5800,808.0
5801,808.0
5802,808.0
5803,808.0
5804,808.0
5805,808.0
5806,805.8
5807,805.2
5808,805.4
5809,805.4
5810,803.4
5811,803.4
5812,803.4
5813,803.4
5814,804.0
5815,806.1
5816,806.1
5817,806.1
5818,808.0
5819,808.2
5820,808.2
5821,810.3
5822,810.8
5823,810.8
5824,810.8
5825,810.8
5826,810.8
5827,810.8
5828,810.8
5829,808.4
5830,808.4
5831,808.4
5832,808.5
5833,806.1
5834,806.1
5835,806.1
5836,806.0
5837,806.0
5838,806.0
5839,806.3
5840,806.3
5841,806.4
5842,806.4
5843,806.4
5844,806.4
5845,806.4
5846,806.4
5847,806.4
5848,806.4
5849,806.4
5850,806.4
5851,806.4
5852,806.4
5853,806.4
5854,806.4
5855,806.0
5856,806.0
5857,806.5
5858,806.5
5859,808.4
5860,808.4
5861,808.4
5862,788.9
5863,790.4
5864,790.4
5865,789.3
5866,789.3
5867,785.5
5868,785.5
5869,783.0
5870,783.2
5871,780.9
5872,780.8
5873,780.8
5874,773.4
5875,773.4
5876,773.4
5877,772.8
5878,772.8
5879,772.0
5880,767.6
5881,767.6
5882,767.6
5883,754.1
5884,752.8
5885,752.8
5886,748.8
5887,742.8
5888,742.6
5889,741.3
5890,748.3
5891,742.2
5892,737.0
5893,735.2
5894,735.5
5895,735.0
5896,733.4
5897,732.4
5898,732.4
5899,732.4
5900,732.4
5901,732.4
5902,732.2
5903,732.2
5904,730.6
5905,732.2
5906,717.2
5907,717.2
5908,717.2
5909,717.2
5910,717.2
5911,717.2
5912,717.4
5913,717.4
5914,717.4
5915,717.4
5916,718.7
5917,717.3
5918,716.0
5919,723.4
5920,723.2
5921,723.4
5922,723.4
5923,722.8
5924,722.8
5925,722.8
5926,722.0
5927,722.0
5928,722.6
5929,721.4
5930,721.4
5931,721.3
5932,720.9
5933,720.9
5934,720.9
5935,720.9
5936,720.9
5937,720.0
5938,720.0
5939,720.0
5940,720.0
5941,721.0
5942,721.0
5943,720.6
5944,720.6
5945,718.6
5946,718.2
5947,718.2
5948,718.2
5949,718.2
5950,718.2
5951,718.2
5952,719.4
5953,719.4
5954,719.7
5955,719.7
5956,720.0
5957,720.0
5958,724.8
5959,726.0
5960,727.7
5961,727.7
5962,727.7
5963,725.7
5964,726.6
5965,726.1
5966,728.0
5967,727.8
5968,725.2
5969,725.2
5970,725.2
5971,724.2
5972,724.2
5973,724.2
5974,723.5
5975,723.5
5976,723.5
5977,723.5
5978,723.5
5979,723.3
5980,725.0
5981,721.8
5982,721.8
5983,721.9
5984,721.9
5985,721.9
5986,723.0
5987,723.0
5988,722.5
5989,722.5
5990,722.5
5991,722.5
5992,722.5
5993,722.5
5994,722.5
5995,722.5
5996,722.5
5997,724.6
5998,724.6
5999,724.6
6000,723.6
6001,723.1
6002,726.0
6003,726.0
6004,725.2
6005,725.8
6006,725.8
6007,725.8
6008,725.8
6009,726.4
6010,726.4
6011,727.3
6012,727.3
6013,727.3
6014,725.4
6015,725.4
6016,725.1
6017,725.1
6018,725.1
6019,725.1
6020,725.1
6021,725.1
6022,727.8
6023,730.3
6024,730.3
6025,730.8
6026,730.8
6027,730.8
6028,730.8
6029,730.8
6030,730.8
6031,732.2
6032,732.2
6033,732.2
6034,731.4
6035,731.4
6036,731.8
6037,731.5
6038,731.5
6039,731.8
6040,731.8
6041,731.8
6042,731.8
6043,731.8
6044,731.8
6045,731.8
6046,731.8
6047,731.8
6048,731.8
6049,731.3
6050,731.3
6051,731.3
6052,730.0
6053,730.3
6054,731.8
6055,731.0
6056,731.0
6057,731.6
6058,731.6
6059,731.6
6060,730.8
6061,730.8
6062,730.4
6063,729.8
6064,730.0
6065,733.4
6066,733.2
6067,732.9
6068,732.9
6069,732.9
6070,732.9
6071,732.9
6072,734.0
6073,731.6
6074,731.3
6075,731.3
6076,731.3
6077,731.3
6078,731.3
6079,732.8
6080,729.7
6081,726.0
6082,726.0
6083,726.0
6084,726.0
6085,726.0
6086,726.3
6087,726.6
6088,726.6
6089,726.6
6090,722.2
6091,722.2
6092,722.8
6093,722.8
6094,721.7
6095,721.7
6096,724.8
6097,724.8
6098,724.8
6099,724.8
6100,724.8
6101,726.0
6102,726.0
6103,726.0
6104,726.0
6105,728.3
6106,728.8
6107,728.8
6108,728.8
6109,728.8
6110,729.6
6111,729.6
6112,729.6
6113,729.6
6114,730.9
6115,731.8
6116,731.8
6117,731.8
6118,732.5
6119,732.5
6120,732.5
6121,733.4
6122,733.5
6123,733.5
6124,733.5
6125,733.0
6126,733.0
6127,733.0
6128,733.0
6129,734.2
6130,733.4
6131,733.4
6132,733.4
6133,733.4
6134,733.4
6135,735.9
6136,735.9
6137,735.9
6138,735.9
6139,737.6
6140,737.6
6141,739.4
6142,742.2
6143,741.9
6144,741.9
6145,742.0
6146,742.0
6147,742.0
6148,742.0
6149,742.0
6150,741.6
6151,739.0
6152,739.0
6153,739.0
6154,739.0
6155,738.8
6156,742.0
6157,742.0
6158,741.8
6159,740.7
6160,740.7
6161,740.7
6162,740.7
6163,738.2
6164,738.2
6165,738.2
6166,738.2
6167,738.2
6168,738.2
6169,738.5
6170,738.5
6171,743.5
6172,743.5
6173,744.5
6174,744.5
6175,743.4
6176,743.4
6177,745.2
6178,744.0
6179,744.0
6180,743.8
6181,743.8
6182,745.2
6183,745.4
6184,745.4
6185,745.4
6186,745.4
6187,745.8
6188,745.8
6189,746.4
6190,752.3
6191,751.2
6192,751.9
6193,751.0
6194,751.0
6195,750.5
6196,750.5
6197,750.5
6198,749.0
6199,749.0
6200,749.0
6201,748.9
6202,747.7
6203,747.7
6204,747.7
6205,746.8
6206,745.8
6207,745.8
6208,743.7
6209,742.0
6210,742.0
6211,742.0
6212,742.0
6213,742.0
6214,742.0
6215,740.8
6216,740.8
6217,741.8
6218,742.0
6219,742.0
6220,743.5
6221,743.5
6222,743.5
6223,743.5
6224,743.5
6225,743.5
6226,743.5
6227,744.8
6228,744.8
6229,744.8
6230,744.8
6231,744.8
6232,744.8
6233,744.8
6234,744.8
6235,744.8
6236,744.8
6237,744.8
6238,745.2
6239,743.5
6240,743.5
6241,743.5
6242,743.5
6243,743.5
6244,743.5
6245,742.2
6246,742.0
6247,745.2
6248,744.6
6249,744.6
6250,744.6
6251,742.9
6252,742.9
6253,743.0
6254,743.0
6255,742.8
6256,739.3
6257,739.3
6258,739.3
6259,741.0
6260,742.6
6261,742.5
6262,742.5
6263,742.5
6264,742.5
6265,743.8
6266,743.0
6267,743.0
6268,743.0
6269,743.1
6270,743.1
6271,744.4
6272,746.5
6273,747.0
6274,747.0
6275,745.8
6276,745.8
6277,745.8
6278,745.8
6279,745.1
6280,745.1
6281,745.1
6282,745.1
6283,746.5
6284,746.5
6285,746.5
6286,746.5
6287,746.4
6288,746.4
6289,746.4
6290,746.4
6291,746.4
6292,746.4
6293,746.4
6294,745.8
6295,745.8
6296,748.8
6297,748.8
6298,747.8
6299,747.8
6300,748.0
6301,743.3
6302,742.6
6303,742.6
6304,742.6
6305,742.6
6306,743.0
6307,742.5
6308,742.5
6309,742.5
6310,742.0
6311,742.0
6312,742.0
6313,741.3
6314,736.4
6315,736.4
6316,735.4
6317,735.4
6318,735.2
6319,735.2
6320,735.2
6321,735.2
6322,735.2
6323,735.2
6324,735.4
6325,736.1
6326,736.1
6327,736.1
6328,732.8
6329,732.8
6330,732.8
6331,732.8
6332,732.8
6333,732.8
6334,732.8
6335,732.8
6336,732.8
6337,732.7
6338,732.7
6339,732.7
6340,732.7
6341,735.6
6342,735.6
6343,735.6
6344,735.6
6345,736.5
6346,736.5
6347,736.4
6348,736.4
6349,736.4
6350,736.4
6351,736.4
6352,736.4
6353,736.4
6354,736.4
6355,736.4
6356,735.7
6357,735.7
6358,735.7
6359,735.7
6360,735.7
6361,735.7
6362,735.4
6363,735.3
6364,736.2
6365,737.4
6366,737.4
6367,737.4
6368,739.6
6369,739.6
6370,739.6
6371,739.5
6372,739.5
6373,739.9
6374,739.9
6375,739.9
6376,742.7
6377,742.5
6378,742.5
6379,742.0
6380,740.7
6381,740.7
6382,740.7
6383,740.7
6384,740.7
6385,740.7
6386,740.7
6387,740.7
6388,741.7
6389,741.8
6390,742.0
6391,742.0
6392,742.0
6393,742.0
6394,742.4
6395,742.2
6396,742.2
6397,742.2
6398,742.2
6399,742.2
6400,742.2
6401,742.2
6402,742.2
6403,741.0
6404,739.3
6405,739.3
6406,739.3
6407,738.8
6408,738.8
6409,738.8
6410,738.5
6411,737.9
6412,738.0
6413,736.8
6414,736.8
6415,736.8
6416,736.8
6417,736.8
6418,736.8
6419,734.4
6420,736.0
6421,736.0
6422,736.0
6423,736.0
6424,735.7
6425,735.7
6426,735.7
6427,735.7
6428,735.7
6429,736.4
6430,736.4
6431,732.8
6432,732.8
6433,732.0
6434,732.0
6435,731.5
6436,732.5
6437,732.5
6438,733.1
6439,732.8
6440,732.8
6441,732.8
6442,732.8
6443,732.8
6444,732.8
6445,732.8
6446,732.5
6447,733.4
6448,733.4
6449,733.0
6450,733.5
6451,733.5
6452,735.4
6453,730.4
6454,730.4
6455,725.6
6456,725.6
6457,725.6
6458,725.6
6459,725.6
6460,725.6
6461,726.0
6462,726.0
6463,726.0
6464,726.0
6465,726.0
6466,726.0
6467,726.1
6468,726.9
6469,726.9
6470,726.5
6471,726.9
6472,726.9
6473,726.9
6474,725.4
6475,725.1
6476,725.1
6477,725.4
6478,725.4
6479,725.4
6480,726.7
6481,729.1
6482,729.0
6483,729.5
6484,729.5
6485,729.5
6486,729.8
6487,728.0
6488,728.0
6489,727.4
6490,726.6
6491,726.6
6492,722.1
6493,724.0
6494,725.1
6495,726.8
6496,726.8
6497,726.8
6498,728.0
6499,728.0
6500,727.4
6501,729.8
6502,729.0
6503,730.5
6504,733.5
6505,733.5
6506,733.5
6507,733.5
6508,732.9
6509,732.0
6510,732.4
6511,732.4
6512,732.4
6513,732.4
6514,733.5
6515,733.5
6516,735.6
6517,735.6
6518,735.6
6519,735.6
6520,735.6
6521,735.6
6522,735.8
6523,735.8
6524,735.8
6525,735.8
6526,736.2
6527,731.1
6528,730.2
6529,728.0
6530,729.8
6531,729.4
6532,729.4
6533,729.4
6534,729.5
6535,729.5
6536,727.4
6537,727.4
6538,727.4
6539,727.4
6540,727.4
6541,727.4
6542,727.2
6543,727.4
6544,727.4
6545,728.0
6546,728.0
6547,728.0
6548,728.0
6549,725.7
6550,727.0
6551,727.0
6552,727.0
6553,727.0
6554,727.5
6555,728.0
6556,728.0
6557,727.0
6558,728.5
6559,728.5
6560,729.0
6561,729.0
6562,730.6
6563,730.7
6564,730.8
6565,730.8
6566,730.8
6567,730.8
6568,730.6
6569,732.6
6570,732.6
6571,735.9
6572,737.2
6573,737.2
6574,737.2
6575,737.2
6576,737.2
6577,737.2
6578,737.2
6579,737.2
6580,737.2
6581,741.3
6582,739.4
6583,739.4
6584,739.4
6585,739.4
6586,739.5
6587,734.2
6588,734.6
6589,734.6
6590,734.6
6591,734.6
6592,734.6
6593,734.1
6594,734.1
6595,734.1
6596,734.4
6597,735.0
6598,735.0
6599,737.4
6600,738.0
6601,738.0
6602,737.6
6603,737.6
6604,737.6
6605,738.5
6606,738.5
6607,736.4
6608,736.4
6609,736.8
6610,740.4
6611,740.4
6612,740.1
6613,740.1
6614,739.2
6615,738.9
6616,738.6
6617,738.6
6618,738.6
6619,738.6
6620,738.6
6621,737.6
6622,737.6
6623,739.0
6624,739.0
6625,738.8
6626,738.8
6627,738.8
6628,740.0
6629,740.0
6630,740.0
6631,740.0
6632,741.4
6633,741.5
6634,741.5
6635,741.5
6636,743.2
6637,741.4
6638,741.4
6639,741.4
6640,742.5
6641,742.5
6642,742.5
6643,741.3
6644,739.2
6645,739.2
6646,739.6
6647,739.6
6648,739.6
6649,739.6
6650,739.7
6651,740.6
6652,740.3
6653,742.4
6654,742.4
6655,742.4
6656,743.0
6657,742.0
6658,742.0
6659,742.0
6660,742.0
6661,742.0
6662,741.8
6663,740.6
6664,742.3
6665,742.3
6666,742.3
6667,742.2
6668,742.2
6669,739.8
6670,739.8
6671,739.8
6672,739.8
6673,737.1
6674,737.1
6675,737.2
6676,737.2
6677,737.2
6678,737.2
6679,737.2
6680,737.2
6681,737.8
6682,737.2
6683,737.2
6684,737.2
6685,737.2
6686,737.2
6687,737.2
6688,737.2
6689,733.0
6690,733.0
6691,733.0
6692,735.1
6693,735.1
6694,736.2
6695,737.0
6696,738.4
6697,738.4
6698,738.4
6699,738.4
6700,738.4
6701,738.2
6702,738.0
6703,738.0
6704,737.6
