,UEC
10344,587.4
10345,587.4
10346,587.8
10347,587.8
10348,590.6
10349,589.2
10350,589.2
10351,589.2
10352,590.0
10353,590.0
10354,590.0
10355,590.0
10356,590.1
10357,590.1
10358,589.8
10359,589.8
10360,589.0
10361,589.0
10362,589.0
10363,589.0
10364,589.0
10365,589.0
10366,588.7
10367,588.7
10368,588.7
10369,588.7
10370,587.8
10371,587.8
10372,587.8
10373,587.8
10374,587.8
10375,590.6
10376,590.6
10377,590.6
10378,589.0
10379,589.0
10380,589.0
10381,589.0
10382,589.2
10383,589.2
10384,589.2
10385,588.0
10386,588.4
10387,586.2
10388,588.0
10389,588.0
10390,588.0
10391,585.8
10392,585.0
10393,585.0
10394,584.4
10395,583.0
10396,583.0
10397,583.8
10398,583.4
10399,583.4
10400,579.4
10401,579.5
10402,579.5
10403,580.6
10404,581.2
10405,581.6
10406,581.6
10407,581.4
10408,581.4
10409,581.4
10410,581.4
10411,581.4
10412,581.4
10413,581.4
10414,581.6
10415,581.6
10416,579.0
10417,579.0
10418,579.0
10419,579.6
10420,578.2
10421,578.2
10422,578.8
10423,578.8
10424,578.8
10425,578.8
10426,578.8
10427,578.8
10428,579.8
10429,579.8
10430,577.0
10431,577.8
10432,577.8
10433,577.8
10434,575.8
10435,575.8
10436,575.8
10437,572.7
10438,572.8
10439,572.8
10440,572.4
10441,576.4
10442,576.0
10443,576.9
10444,580.2
10445,581.7
10446,581.7
10447,582.6
10448,580.4
10449,580.4
10450,580.6
10451,581.3
10452,582.5
10453,581.8
10454,578.7
10455,578.7
10456,578.0
10457,578.0
10458,576.4
10459,576.4
10460,576.4
10461,576.4
10462,576.4
10463,576.3
10464,576.3
10465,576.3
10466,580.4
10467,580.4
10468,580.4
10469,581.6
10470,579.4
10471,575.5
10472,574.8
10473,574.8
10474,574.8
10475,574.8
10476,574.8
10477,574.2
10478,571.8
10479,571.8
10480,571.8
10481,573.2
10482,573.1
10483,573.1
10484,573.1
10485,573.1
10486,573.1
10487,573.8
10488,574.8
10489,574.8
10490,574.6
10491,574.0
10492,574.0
10493,574.0
10494,574.0
10495,574.0
10496,574.0
10497,574.2
10498,574.2
10499,574.2
10500,574.2
10501,572.5
10502,572.5
10503,591.55
10504,590.2
10505,590.2
10506,591.2
10507,591.2
10508,596.0
10509,594.0
10510,600.5
10511,608.4
10512,608.4
10513,608.4
10514,606.8
10515,606.8
10516,609.4
10517,609.4
10518,609.2
10519,609.2
10520,612.0
10521,612.0
10522,619.1
10523,619.6
10524,619.6
10525,618.6
10526,618.6
10527,617.2
10528,620.8
10529,625.0
10530,626.4
10531,627.5
10532,629.0
10533,633.0
10534,634.8
10535,634.4
10536,636.1
10537,637.8
10538,665.3
10539,671.0
10540,671.0
10541,677.8
10542,676.1
10543,672.2
10544,672.2
10545,672.2
10546,684.9
10547,687.9
10548,684.5
10549,684.6
10550,689.0
10551,689.8
10552,687.8
10553,687.8
10554,688.5
10555,688.5
10556,693.0
10557,689.8
10558,689.8
10559,689.8
10560,686.1
10561,686.1
10562,686.1
10563,686.1
10564,688.0
10565,688.7
10566,686.2
10567,686.0
10568,686.0
10569,686.0
10570,686.0
10571,686.0
10572,686.0
10573,685.1
10574,688.0
10575,689.7
10576,689.7
10577,689.6
10578,691.1
10579,691.1
10580,691.8
10581,696.1
10582,697.8
10583,697.8
10584,700.4
10585,700.4
10586,700.4
10587,700.6
10588,699.1
10589,699.1
10590,699.1
10591,699.1
10592,699.8
10593,699.0
10594,699.6
10595,699.6
10596,699.6
10597,699.6
10598,699.6
10599,700.8
10600,700.8
10601,700.8
10602,700.8
10603,700.8
10604,702.5
10605,703.0
10606,703.0
10607,703.0
10608,701.4
10609,701.4
10610,701.4
10611,701.4
10612,701.0
10613,699.0
10614,698.9
10615,698.9
10616,698.9
10617,698.9
10618,698.9
10619,698.9
10620,698.9
10621,702.0
10622,702.0
10623,702.0
10624,701.4
10625,701.4
10626,701.4
10627,701.4
10628,701.4
10629,701.4
10630,701.4
10631,701.4
10632,701.4
10633,701.8
10634,700.5
10635,700.4
10636,701.6
10637,701.4
10638,701.5
10639,710.6
10640,710.4
10641,708.8
10642,708.8
10643,708.8
10644,711.8
10645,710.7
10646,710.7
10647,707.5
10648,707.5
10649,707.5
10650,707.5
10651,707.5
10652,708.0
10653,709.4
10654,708.0
10655,708.0
10656,707.1
10657,707.1
10658,707.1
10659,702.4
10660,703.3
10661,702.9
10662,703.0
10663,703.0
10664,703.0
10665,702.9
10666,702.9
10667,703.0
10668,703.0
10669,703.0
10670,703.0
10671,703.0
10672,703.0
10673,703.5
10674,703.5
10675,703.5
10676,703.5
10677,703.5
10678,703.5
10679,705.8
10680,706.0
10681,705.4
10682,705.8
10683,704.4
10684,704.4
10685,704.8
10686,704.8
10687,705.1
10688,704.0
10689,704.0
10690,704.0
10691,703.5
10692,703.5
10693,703.5
10694,703.5
10695,703.5
10696,705.7
10697,705.7
10698,705.7
10699,706.7
10700,705.4
10701,703.4
10702,703.4
10703,703.4
10704,702.8
10705,702.8
10706,702.8
10707,702.8
10708,701.4
10709,701.7
10710,701.8
10711,701.8
10712,701.8
10713,702.0
10714,702.1
10715,702.1
10716,702.1
10717,700.2
10718,700.2
10719,700.4
10720,700.4
10721,700.8
10722,700.8
10723,700.8
10724,700.8
10725,700.8
10726,700.8
10727,700.5
10728,700.5
10729,700.4
10730,700.4
10731,700.8
10732,700.8
10733,700.8
10734,700.8
10735,700.8
10736,700.8
10737,700.7
10738,701.8
10739,701.8
10740,701.4
10741,701.4
10742,702.7
10743,702.7
10744,703.5
10745,707.0
10746,707.0
10747,707.0
10748,705.1
10749,706.1
10750,706.1
10751,706.1
10752,706.1
10753,706.1
10754,707.5
10755,707.2
10756,707.2
10757,708.5
10758,708.5
10759,708.5
10760,708.4
10761,709.6
10762,709.5
10763,709.5
10764,709.5
10765,709.5
10766,707.4
10767,707.4
10768,706.0
10769,706.0
10770,706.0
10771,706.2
10772,706.2
10773,706.2
10774,706.2
10775,706.2
10776,703.4
10777,703.4
10778,703.4
10779,703.4
10780,703.4
10781,702.0
10782,702.0
10783,693.8
10784,694.1
10785,693.8
10786,693.8
10787,693.8
10788,693.8
10789,693.3
10790,693.3
10791,693.3
10792,693.3
10793,693.6
10794,693.6
10795,693.5
10796,693.5
10797,693.0
10798,694.0
10799,694.0
10800,694.0
10801,695.6
10802,695.6
10803,695.6
10804,695.2
10805,692.1
10806,691.8
10807,690.3
10808,690.3
10809,690.3
10810,689.2
10811,689.2
10812,689.2
10813,689.2
10814,690.9
10815,690.9
10816,690.9
10817,690.9
10818,690.9
10819,690.9
10820,689.7
10821,690.6
10822,688.0
10823,688.0
10824,687.2
10825,687.4
10826,687.4
10827,684.6
10828,684.6
10829,684.6
10830,684.6
10831,684.6
10832,683.1
10833,683.1
10834,683.1
10835,683.1
10836,685.8
10837,685.8
10838,685.8
10839,684.3
10840,684.3
10841,684.3
10842,684.3
10843,684.3
10844,685.1
10845,685.1
10846,684.0
10847,684.0
10848,684.0
10849,684.0
10850,684.0
10851,684.2
10852,685.4
10853,685.4
10854,684.3
10855,684.3
10856,683.1
10857,683.1
10858,683.1
10859,683.1
10860,683.1
10861,683.0
10862,682.7
10863,681.1
10864,681.1
10865,680.6
10866,683.2
10867,683.2
10868,683.2
10869,684.8
10870,685.0
10871,685.0
10872,685.4
10873,685.4
10874,686.0
10875,686.0
10876,686.0
10877,686.0
10878,687.5
10879,686.4
10880,686.4
10881,686.4
10882,686.6
10883,691.4
10884,691.4
10885,690.5
10886,690.5
10887,690.5
10888,690.5
10889,690.5
10890,689.1
10891,689.4
10892,689.4
10893,690.4
10894,690.4
10895,691.4
10896,691.4
10897,691.8
10898,691.8
10899,695.6
10900,695.6
10901,695.6
10902,695.6
10903,695.6
10904,695.6
10905,695.6
10906,695.0
10907,695.0
10908,695.2
10909,695.2
10910,695.2
10911,695.6
10912,695.6
10913,695.6
10914,695.6
10915,695.5
10916,696.1
10917,696.1
10918,697.6
10919,697.6
10920,697.6
10921,697.6
10922,698.8
10923,698.8
10924,698.8
10925,698.8
10926,698.8
10927,698.9
10928,698.9
10929,693.7
10930,693.8
10931,696.1
10932,697.0
10933,697.0
10934,696.6
10935,696.6
10936,696.6
10937,699.1
10938,698.6
10939,698.8
10940,698.8
10941,698.8
10942,698.8
10943,698.8
10944,698.8
10945,698.6
10946,698.6
10947,698.6
10948,698.6
10949,698.6
10950,698.6
10951,697.0
10952,699.2
10953,699.2
10954,699.2
10955,699.2
10956,699.2
10957,698.5
10958,698.5
10959,698.5
10960,698.5
10961,698.5
10962,698.5
10963,701.1
10964,701.8
10965,702.4
10966,700.6
10967,700.6
10968,701.5
10969,701.5
10970,701.5
10971,699.8
10972,698.9
10973,698.5
10974,698.5
10975,698.5
10976,698.5
10977,698.5
10978,698.5
10979,698.5
10980,698.5
10981,698.5
10982,697.3
10983,696.4
10984,696.4
10985,696.4
10986,696.4
10987,696.4
10988,696.4
10989,696.4
10990,696.4
10991,694.7
10992,694.7
10993,694.7
10994,694.0
10995,694.0
10996,694.0
10997,690.4
10998,690.4
10999,691.2
11000,692.8
11001,692.2
11002,692.2
11003,692.2
11004,692.2
11005,690.0
11006,690.0
11007,691.9
11008,692.2
11009,691.8
11010,691.8
11011,691.8
11012,691.8
11013,691.8
11014,691.8
11015,691.8
11016,693.4
11017,692.8
11018,692.8
11019,692.8
11020,694.4
11021,694.4
11022,694.4
11023,694.4
11024,694.4
11025,694.4
11026,694.4
11027,694.0
11028,696.4
11029,696.3
11030,695.4
11031,696.7
11032,696.7
11033,697.6
11034,697.5
11035,696.6
11036,696.6
11037,696.6
11038,696.2
11039,695.1
11040,714.5
11041,716.4
11042,716.4
11043,715.4
11044,718.5
11045,724.0
11046,724.0
11047,724.0
11048,736.4
11049,735.8
11050,738.0
11051,745.5
11052,755.6
11053,756.1
11054,757.8
11055,759.2
11056,759.2
11057,759.5
11058,759.5
11059,762.8
11060,762.8
11061,763.7
11062,763.7
11063,766.7
11064,766.2
11065,766.2
11066,766.2
11067,766.2
11068,772.6
11069,769.1
11070,769.0
11071,769.0
11072,769.0
11073,774.5
11074,774.5
11075,778.4
11076,779.5
11077,779.5
11078,784.0
11079,784.0
11080,784.0
11081,787.0
11082,787.0
11083,786.8
11084,786.8
11085,786.8
11086,786.8
11087,788.3
11088,782.8
11089,783.0
11090,780.5
11091,798.8
11092,799.4
11093,799.4
11094,798.0
11095,797.5
11096,799.0
11097,799.3
11098,789.4
11099,796.3
11100,794.0
11101,795.4
11102,795.4
11103,795.1
11104,795.1
11105,795.1
11106,798.4
11107,798.4
11108,798.4
11109,798.3
11110,802.8
11111,806.8
11112,806.8
11113,806.8
11114,806.8
11115,809.0
11116,809.0
11117,809.0
11118,808.0
11119,808.0
11120,808.0
11121,808.0
11122,808.0
11123,808.0
11124,807.3
11125,807.3
11126,807.1
11127,807.1
11128,807.0
11129,807.0
11130,807.0
11131,807.0
11132,804.6
11133,805.8
11134,805.0
11135,804.9
11136,804.9
11137,804.9
11138,804.9
11139,797.4
11140,796.2
11141,796.2
11142,796.4
11143,799.8
11144,800.3
11145,801.3
11146,801.3
11147,802.0
11148,802.0
11149,802.5
11150,802.5
11151,802.5
11152,802.5
11153,802.0
11154,802.0
11155,801.3
11156,801.3
11157,800.8
11158,800.8
11159,801.6
11160,800.1
11161,801.0
11162,801.7
11163,801.7
11164,801.7
11165,801.7
11166,801.7
11167,801.7
11168,796.1
11169,796.1
11170,793.2
11171,793.2
11172,792.4
11173,792.4
11174,792.4
11175,792.5
11176,792.5
11177,792.4
11178,792.4
11179,792.4
11180,792.4
11181,792.4
11182,792.4
11183,788.8
11184,789.4
11185,789.4
11186,789.4
11187,789.4
11188,789.4
11189,791.0
11190,794.6
11191,794.6
11192,794.6
11193,794.6
11194,794.6
11195,794.6
11196,794.6
11197,794.8
11198,794.8
11199,794.8
11200,794.8
11201,794.8
11202,794.8
11203,794.8
11204,794.8
11205,794.8
11206,793.2
11207,793.2
11208,793.0
11209,793.6
11210,793.6
11211,793.4
11212,794.3
11213,794.3
11214,794.8
11215,794.8
11216,793.1
11217,793.1
11218,796.9
11219,796.9
11220,796.9
11221,796.9
11222,797.8
11223,797.8
11224,797.3
11225,797.3
11226,797.3
11227,797.3
11228,797.4
11229,796.4
11230,796.4
11231,796.4
11232,799.0
11233,800.1
11234,802.0
11235,801.5
11236,801.5
11237,801.5
11238,801.4
11239,801.4
11240,801.4
11241,801.4
11242,801.4
11243,801.4
11244,801.4
11245,801.4
11246,801.4
11247,801.4
11248,801.5
11249,800.5
11250,800.5
11251,800.5
11252,803.1
11253,802.6
11254,802.6
11255,800.7
11256,800.7
11257,800.7
11258,800.8
11259,800.8
11260,800.8
11261,800.8
11262,795.0
11263,793.5
11264,793.5
11265,793.5
11266,793.5
11267,793.5
11268,793.5
11269,793.5
11270,794.2
11271,794.2
11272,792.3
11273,793.7
11274,793.7
11275,793.7
11276,793.7
11277,793.7
11278,793.7
11279,793.7
11280,793.7
11281,793.7
11282,793.7
11283,792.8
11284,792.8
11285,792.8
11286,793.8
11287,795.0
11288,794.5
11289,794.5
11290,795.4
11291,795.4
11292,795.4
11293,795.4
11294,795.9
11295,796.9
11296,796.9
11297,796.9
11298,796.1
11299,796.7
11300,796.7
11301,794.8
11302,794.8
11303,793.2
11304,793.2
11305,793.2
11306,793.2
11307,793.2
11308,793.2
11309,793.2
11310,793.2
11311,793.2
11312,793.2
11313,794.9
11314,794.9
11315,795.4
11316,795.4
11317,794.4
11318,794.4
11319,794.4
11320,794.8
11321,794.8
11322,794.8
11323,794.8
11324,794.8
11325,791.8
11326,790.9
11327,788.3
11328,786.9
11329,788.8
11330,789.0
11331,789.0
11332,790.5
11333,790.5
11334,790.0
11335,790.0
11336,785.3
11337,783.8
11338,786.0
11339,785.8
11340,785.8
11341,787.4
11342,787.9
11343,783.8
11344,783.8
11345,783.8
11346,783.8
11347,784.8
11348,786.8
11349,786.8
11350,786.8
11351,786.8
11352,786.8
11353,786.8
11354,788.0
11355,788.5
11356,788.5
11357,788.5
11358,788.5
11359,789.1
11360,789.1
11361,788.8
11362,788.8
11363,787.2
11364,786.4
11365,784.0
11366,784.1
11367,784.1
11368,784.1
11369,783.5
11370,783.5
11371,783.5
11372,782.8
11373,784.2
11374,784.2
11375,784.8
11376,787.7
11377,787.0
11378,788.3
11379,788.0
11380,787.9
11381,789.6
11382,788.2
11383,788.2
11384,787.4
11385,787.4
11386,787.4
11387,787.4
11388,787.4
11389,787.4
11390,787.4
11391,787.6
11392,788.2
11393,788.2
11394,788.2
11395,788.2
11396,788.2
11397,788.2
11398,788.2
11399,788.4
11400,788.4
11401,788.4
11402,790.6
11403,790.6
11404,790.6
11405,793.0
11406,794.1
11407,794.1
11408,794.1
11409,794.1
11410,794.1
11411,794.1
11412,794.4
11413,794.4
11414,794.4
11415,794.4
11416,794.4
11417,794.5
11418,794.5
11419,794.0
11420,794.0
11421,794.0
11422,791.1
11423,791.1
11424,791.1
11425,791.1
11426,791.1
11427,791.1
11428,791.1
11429,791.1
11430,791.1
11431,791.1
11432,791.1
11433,791.1
11434,791.1
11435,791.3
11436,788.1
11437,787.8
11438,787.8
11439,787.8
11440,787.9
11441,787.9
11442,788.0
11443,789.1
11444,789.1
11445,789.1
11446,789.1
11447,789.1
11448,789.1
11449,789.1
11450,789.1
11451,789.1
11452,789.0
11453,787.8
11454,787.8
11455,787.8
11456,787.8
11457,787.8
11458,789.0
11459,789.0
11460,790.0
11461,791.5
11462,792.6
11463,791.5
11464,791.5
11465,791.5
11466,791.5
11467,791.5
11468,791.6
11469,791.6
11470,791.6
11471,793.5
11472,793.5
11473,793.5
11474,793.5
11475,793.8
11476,795.2
11477,795.2
11478,795.2
11479,794.8
11480,794.4
11481,794.3
11482,794.3
11483,794.1
11484,794.5
11485,794.1
11486,794.1
11487,794.1
11488,794.1
11489,794.1
11490,793.2
11491,793.7
11492,793.7
11493,793.7
11494,794.0
11495,795.2
11496,795.2
11497,795.2
11498,794.8
11499,795.3
11500,793.0
11501,793.0
11502,793.0
11503,794.5
11504,795.5
11505,795.5
11506,795.5
11507,795.5
11508,795.5
11509,795.5
11510,795.5
11511,795.5
11512,795.5
11513,795.6
11514,795.6
11515,795.6
11516,795.6
11517,795.6
11518,795.6
11519,795.6
11520,795.2
11521,795.2
11522,795.2
11523,795.2
11524,795.2
11525,795.2
11526,795.2
11527,795.2
11528,795.1
11529,796.1
11530,796.1
11531,796.1
11532,795.6
11533,796.1
11534,796.1
11535,796.1
11536,796.1
11537,796.1
11538,797.8
11539,797.8
11540,798.2
11541,798.2
11542,798.2
11543,798.2
11544,798.2
11545,797.5
11546,798.1
11547,796.4
11548,796.4
11549,795.6
11550,795.6
11551,795.5
11552,795.5
11553,796.0
11554,796.0
11555,796.0
11556,796.0
11557,795.2
11558,796.4
11559,796.4
11560,796.4
11561,796.4
11562,796.4
11563,796.4
11564,796.4
11565,796.4
11566,796.4
11567,796.4
11568,796.4
11569,796.4
11570,799.2
11571,799.1
11572,799.1
11573,799.4
11574,798.9
11575,799.0
11576,799.0
11577,799.0
11578,799.0
11579,799.0
11580,799.0
11581,799.0
11582,799.0
11583,802.0
11584,800.4
11585,800.0
11586,800.4
11587,800.0
11588,800.0
11589,800.0
11590,800.0
11591,800.0
11592,800.0
11593,800.0
11594,800.0
11595,795.0
11596,795.0
11597,794.1
11598,794.1
11599,794.1
11600,794.1
11601,794.1
11602,794.1
11603,794.1
11604,794.1
11605,794.8
11606,794.8
11607,795.0
11608,795.0
11609,795.0
11610,795.0
11611,790.4
11612,789.0
11613,789.0
11614,788.8
11615,788.6
11616,792.0
11617,791.5
11618,791.4
11619,791.4
11620,793.0
11621,793.0
11622,793.0
11623,793.0
11624,793.4
11625,795.2
11626,795.2
11627,795.2
11628,795.2
11629,795.2
11630,795.2
11631,791.1
11632,791.1
11633,791.1
11634,791.1
11635,791.1
11636,791.1
11637,786.3
11638,782.5
11639,782.5
11640,783.0
11641,783.0
11642,783.0
11643,783.0
11644,783.6
11645,782.4
11646,782.4
11647,782.9
11648,783.0
11649,782.3
11650,782.3
11651,783.4
11652,783.4
11653,785.6
11654,785.6
11655,785.6
11656,785.6
11657,785.6
11658,786.5
11659,786.5
11660,786.5
11661,786.4
11662,780.6
11663,780.6
11664,779.4
11665,779.4
11666,779.2
11667,779.5
11668,779.5
11669,779.6
11670,776.4
11671,776.4
11672,776.4
11673,777.8
11674,777.2
11675,778.3
11676,778.3
11677,778.3
11678,778.3
11679,778.1
11680,778.0
11681,777.2
11682,776.5
11683,776.0
11684,775.4
11685,776.0
11686,776.0
11687,775.2
11688,775.2
11689,775.2
11690,774.5
11691,774.5
11692,774.5
11693,774.5
11694,771.9
11695,772.0
11696,772.0
11697,773.3
11698,773.3
11699,773.2
11700,773.2
11701,773.2
11702,773.2
11703,773.2
11704,773.2
11705,773.2
11706,773.2
11707,770.5
11708,770.0
11709,770.3
11710,770.3
11711,770.3
11712,768.2
11713,765.4
11714,765.4
11715,765.4
11716,765.4
11717,765.4
11718,766.0
11719,765.8
11720,765.8
11721,765.8
11722,765.6
11723,765.4
11724,765.4
11725,765.4
11726,765.4
11727,765.4
11728,765.4
11729,765.4
11730,765.4
11731,762.4
11732,762.6
11733,762.6
11734,762.6
11735,764.1
11736,762.4
11737,762.4
11738,762.1
11739,764.0
11740,764.0
11741,760.2
11742,760.2
11743,760.2
11744,760.2
11745,760.2
11746,763.4
11747,763.4
11748,764.1
11749,762.8
11750,762.6
11751,762.6
11752,760.8
11753,760.8
11754,759.9
11755,759.9
11756,759.9
11757,759.9
11758,759.4
11759,759.4
11760,759.4
11761,757.3
11762,757.3
11763,757.3
11764,758.2
11765,758.2
11766,758.2
11767,758.2
11768,758.2
11769,758.2
11770,758.2
11771,758.2
11772,758.8
11773,758.5
11774,758.5
11775,758.5
11776,758.5
11777,761.0
11778,761.0
11779,761.0
11780,760.9
11781,757.6
11782,759.0
11783,759.0
11784,759.0
11785,761.2
11786,761.2
11787,761.5
11788,763.9
11789,765.9
11790,765.9
11791,764.7
11792,764.7
11793,764.7
11794,764.7
11795,764.6
11796,764.6
11797,764.0
11798,764.0
11799,765.3
11800,766.8
11801,766.8
11802,767.4
11803,765.3
11804,765.3
11805,765.3
11806,765.3
11807,765.4
11808,764.0
11809,764.0
11810,764.0
11811,762.1
11812,764.8
11813,762.8
11814,762.8
11815,762.8
11816,762.8
11817,758.0
11818,758.0
11819,756.8
11820,756.8
11821,755.2
11822,755.2
11823,754.0
11824,754.4
11825,754.4
11826,750.1
11827,750.1
11828,750.0
11829,750.8
11830,750.8
11831,749.4
11832,749.4
11833,749.0
11834,749.0
11835,749.0
11836,749.8
11837,749.8
11838,749.6
11839,749.6
11840,750.2
11841,750.0
11842,750.6
11843,750.6
11844,750.6
11845,750.6
11846,749.2
11847,749.2
11848,749.2
11849,749.2
11850,749.2
11851,749.2
11852,749.2
11853,752.4
11854,751.7
11855,751.7
11856,751.7
11857,751.0
11858,751.0
11859,751.0
11860,751.4
11861,751.4
11862,751.4
11863,751.4
11864,750.4
11865,750.4
11866,750.4
11867,750.5
11868,748.2
11869,747.8
11870,747.8
11871,747.8
11872,747.8
11873,747.8
11874,746.6
11875,746.6
11876,746.6
11877,746.6
11878,746.4
11879,746.4
11880,745.3
11881,745.3
11882,745.3
11883,745.3
11884,746.2
11885,746.2
11886,746.9
11887,746.9
11888,746.9
11889,746.9
11890,747.6
11891,750.9
11892,750.9
11893,750.9
11894,750.9
11895,750.9
11896,751.0
11897,748.0
11898,747.9
11899,749.6
11900,749.6
11901,749.6
11902,749.6
11903,749.9
11904,749.9
11905,748.8
11906,749.3
11907,749.3
11908,749.5
11909,749.5
11910,749.5
11911,749.5
11912,749.5
11913,749.5
11914,749.4
11915,749.4
11916,748.1
11917,748.1
11918,747.3
11919,747.3
11920,748.5
11921,749.0
11922,749.7
11923,750.1
11924,750.1
11925,749.1
11926,748.1
11927,748.1
11928,748.7
11929,748.7
11930,748.6
11931,748.0
11932,749.0
11933,749.5
11934,749.5
11935,748.0
11936,748.0
11937,748.0
11938,748.0
11939,748.0
11940,748.0
11941,748.0
11942,748.0
11943,747.4
11944,746.9
11945,746.1
11946,745.1
11947,745.1
11948,745.1
11949,745.1
11950,745.1
11951,745.1
11952,745.1
11953,747.4
11954,749.5
11955,749.2
11956,749.2
11957,747.6
11958,742.5
11959,742.6
11960,744.0
11961,744.0
11962,744.0
11963,744.0
11964,744.6
11965,744.6
11966,744.4
11967,747.6
11968,747.6
11969,747.6
11970,747.5
11971,747.5
11972,747.2
11973,747.2
11974,747.2
11975,747.2
11976,747.2
11977,747.4
11978,747.4
11979,749.4
11980,747.0
11981,748.0
11982,746.8
11983,746.8
11984,746.8
11985,746.8
11986,746.8
11987,746.8
11988,748.0
11989,748.0
11990,748.5
11991,748.5
11992,747.8
11993,747.4
11994,747.4
11995,746.8
11996,746.8
11997,746.8
11998,745.1
11999,745.6
12000,745.6
12001,745.6
12002,745.6
12003,742.4
12004,745.0
12005,745.0
12006,745.0
12007,744.6
12008,745.3
12009,745.3
12010,745.3
12011,745.0
12012,745.0
12013,745.0
12014,745.0
12015,744.5
12016,744.5
12017,744.5
12018,744.5
12019,744.5
12020,744.5
12021,744.5
12022,744.4
12023,744.4
12024,744.4
12025,744.4
12026,744.4
12027,744.4
12028,744.4
12029,744.4
12030,741.8
12031,741.6
12032,741.6
12033,741.6
12034,742.5
12035,743.0
12036,743.0
12037,745.6
12038,745.6
12039,745.2
12040,745.2
12041,745.2
12042,745.2
12043,747.0
12044,747.0
12045,748.4
12046,752.2
12047,752.1
12048,752.1
12049,752.2
12050,752.2
12051,752.2
12052,754.7
12053,756.0
12054,756.0
12055,755.7
12056,755.7
12057,754.3
12058,755.4
12059,755.4
12060,755.4
12061,757.6
12062,757.9
12063,757.9
12064,760.4
12065,760.4
12066,760.4
12067,761.4
12068,762.0
12069,762.9
12070,762.8
12071,760.5
12072,760.8
12073,760.5
12074,760.5
12075,756.5
12076,756.5
12077,757.1
12078,760.0
12079,759.7
12080,759.7
12081,759.7
12082,756.0
12083,755.7
12084,755.2
12085,756.0
12086,756.0
12087,756.0
12088,756.0
12089,752.8
12090,752.8
12091,752.9
12092,752.9
12093,752.9
12094,752.9
12095,752.5
12096,752.5
12097,751.8
12098,751.8
12099,752.4
12100,752.6
12101,749.4
12102,748.6
12103,748.6
12104,748.6
12105,748.6
12106,748.6
12107,748.1
12108,747.4
12109,745.0
12110,745.0
12111,745.0
12112,744.8
12113,744.8
12114,744.8
12115,744.1
12116,744.1
12117,744.1
12118,744.1
12119,744.1
12120,745.8
12121,744.8
12122,741.6
12123,741.6
12124,741.4
12125,741.4
12126,742.0
12127,742.0
12128,742.0
12129,742.0
12130,742.4
12131,742.4
12132,742.4
12133,748.2
12134,748.2
12135,748.2
12136,748.2
12137,748.2
12138,748.8
12139,749.0
12140,751.0
12141,753.0
12142,753.2
12143,753.2
12144,753.2
12145,753.2
12146,752.0
12147,752.0
12148,752.0
12149,752.0
12150,752.0
12151,752.0
12152,752.0
12153,749.7
12154,749.7
12155,749.4
12156,749.4
12157,749.4
12158,748.7
12159,749.5
12160,749.5
12161,749.5
12162,749.5
12163,748.8
12164,749.5
12165,749.0
12166,749.0
12167,749.0
12168,749.0
12169,749.4
12170,750.0
12171,750.0
12172,750.0
12173,749.2
12174,749.2
12175,750.8
12176,750.4
12177,750.4
12178,750.4
12179,748.7
12180,748.4
12181,747.8
12182,747.8
12183,741.9
12184,743.0
12185,743.0
12186,743.0
12187,743.0
12188,743.0
12189,741.6
12190,741.6
12191,740.2
12192,742.0
12193,742.0
12194,738.1
12195,741.9
12196,741.2
12197,740.2
12198,740.2
12199,740.2
12200,740.2
12201,744.8
12202,744.8
12203,744.8
12204,749.6
12205,749.6
12206,750.6
12207,750.6
12208,750.6
12209,750.6
12210,750.6
12211,750.6
12212,750.6
12213,750.6
12214,750.6
12215,750.2
12216,751.0
12217,749.2
12218,749.4
12219,749.4
12220,749.4
12221,749.8
12222,751.6
12223,751.3
12224,751.0
12225,751.0
12226,750.1
12227,749.0
12228,748.2
12229,748.2
12230,748.2
12231,748.2
12232,748.2
12233,748.2
12234,748.2
12235,748.2
12236,748.2
12237,746.4
12238,746.4
12239,746.4
12240,746.4
12241,748.6
12242,748.6
12243,752.7
12244,752.7
12245,753.1
12246,753.8
12247,753.8
12248,753.8
12249,753.8
12250,753.8
12251,753.8
12252,753.8
12253,753.8
12254,753.8
12255,753.8
12256,753.8
12257,753.8
12258,753.8
12259,756.6
12260,756.6
12261,758.7
12262,759.4
12263,760.4
12264,761.0
12265,761.0
12266,762.2
12267,760.8
12268,760.8
12269,760.8
12270,760.8
12271,761.4
12272,762.5
12273,764.3
12274,764.3
12275,764.3
12276,764.3
12277,764.2
12278,764.2
12279,764.2
12280,765.4
12281,764.8
12282,763.1
12283,763.1
12284,763.2
12285,762.8
12286,762.8
12287,764.6
12288,765.0
12289,762.1
12290,762.0
12291,759.4
12292,759.4
12293,761.4
12294,761.4
12295,761.4
12296,761.4
12297,761.9
12298,762.4
12299,762.4
12300,762.0
12301,760.4
12302,760.3
12303,760.3
12304,760.3
12305,760.4
12306,759.0
12307,759.0
12308,759.2
12309,759.3
12310,759.3
12311,759.3
12312,759.3
12313,760.3
12314,760.3
12315,760.3
12316,760.3
12317,760.5
12318,760.9
12319,760.9
12320,757.8
12321,758.0
12322,758.0
12323,758.0
12324,758.2
12325,758.2
12326,758.8
12327,758.5
12328,758.1
12329,757.2
12330,757.2
12331,756.1
12332,757.0
12333,757.0
12334,756.1
12335,756.1
12336,756.1
12337,756.1
12338,753.8
12339,753.8
12340,753.8
12341,753.8
12342,753.8
