UEC,PlayerAlgorithm_UEC,PlayerAlgorithm_Cash,customer_flow1_UEC,customer_flow1_Cash,customer_flow2_UEC,customer_flow2_Cash,rev_UEC,rev_Cash,whale_UEC,whale_Cash,market_maker_UEC,market_maker_Cash,Loop,Realisation_UEC,Sentiment_UEC
1012.0,0,0,-71,68638.70000000003,312,-314772.39999999997,0,0.0,0,0.0,-241,246133.69999999987,199,0.0,0.0
1010.5,0,0,-71,68638.70000000003,282,-284482.39999999997,0,0.0,0,0.0,-211,215843.69999999987,200,0.0,0.0
1010.5,0,0,-71,68638.70000000003,282,-284482.39999999997,0,0.0,0,0.0,-211,215843.69999999987,201,0.0,0.0
1011.3,0,0,-56,53451.200000000026,282,-284482.39999999997,0,0.0,0,0.0,-226,231031.19999999987,202,0.0,0.0
1016.4,0,0,45,-49097.09999999998,282,-284482.39999999997,0,0.0,0,0.0,-327,333579.4999999998,203,0.0,0.0
1016.4,0,0,45,-49097.09999999998,282,-284482.39999999997,0,0.0,0,0.0,-327,333579.4999999998,204,0.0,0.0
1016.4,0,0,45,-49097.09999999998,282,-284482.39999999997,0,0.0,0,0.0,-327,333579.4999999998,205,0.0,0.0
1016.4,0,0,45,-49097.09999999998,282,-284482.39999999997,0,0.0,0,0.0,-327,333579.4999999998,206,0.0,0.0
1013.4,0,0,-13,9682.100000000024,282,-284482.39999999997,0,0.0,0,0.0,-269,274800.2999999998,207,0.0,0.0
1013.4,0,0,-13,9682.100000000024,282,-284482.39999999997,0,0.0,0,0.0,-269,274800.2999999998,208,0.0,0.0
1014.3,0,0,3,-6564.299999999976,283,-285497.8,0,0.0,0,0.0,-286,292062.09999999986,209,0.0,0.0
1014.3,0,0,3,-6564.299999999976,283,-285497.8,0,0.0,0,0.0,-286,292062.09999999986,210,0.0,0.0
1014.3,0,0,3,-6564.299999999976,283,-285497.8,0,0.0,0,0.0,-286,292062.09999999986,211,0.0,0.0
1009.8,0,0,-72,69253.20000000003,268,-270368.3,0,0.0,0,0.0,-196,201115.09999999986,212,0.0,0.0
1009.1,0,0,-72,69253.20000000003,254,-256259.09999999998,0,0.0,0,0.0,-182,187005.89999999985,213,0.0,0.0
1009.1,0,0,-72,69253.20000000003,254,-256259.09999999998,0,0.0,0,0.0,-182,187005.89999999985,214,0.0,0.0
1009.1,0,0,-72,69253.20000000003,254,-256259.09999999998,0,0.0,0,0.0,-182,187005.89999999985,215,0.0,0.0
1009.1,0,0,-72,69253.20000000003,254,-256259.09999999998,0,0.0,0,0.0,-182,187005.89999999985,216,0.0,0.0
1009.1,0,0,-72,69253.20000000003,254,-256259.09999999998,0,0.0,0,0.0,-182,187005.89999999985,217,0.0,0.0
1009.1,0,0,-72,69253.20000000003,254,-256259.09999999998,0,0.0,0,0.0,-182,187005.89999999985,218,0.0,0.0
1009.8,0,0,-72,69253.20000000003,268,-270414.5,0,0.0,0,0.0,-196,201161.29999999984,219,0.0,0.0
1010.1,0,0,-66,63182.40000000002,268,-270414.5,0,0.0,0,0.0,-202,207232.09999999983,220,0.0,0.0
